VARIABLES = "x" "dens" "pres" "velx" "eint" "cspd"
ZONE T="T*=     1.80000" I=**** F=POINT, SOLUTIONTIME=     1.80000
-0.500000000000E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499949997500E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499899995000E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499849992500E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499799989999E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499749987499E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499699984999E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499649982499E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499599979999E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499549977499E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499499974999E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499449972499E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499399969998E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499349967498E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499299964998E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499249962498E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499199959998E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499149957498E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499099954998E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.499049952498E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.498999949997E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.498949947497E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.498899944997E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.498849942497E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.498799939997E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.498749937497E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.498699934997E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.498649932497E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.498599929996E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
-0.498549927496E+01  0.385714300000E+01  0.103333300000E+02  0.262936900000E+01  0.669752845565E+01  0.193665070035E+01
