# Exact Riemann solution for problem: sod
# Discretization: zonal
# Domain bounds: [-5.00000e-01,5.00000e-01]
# Iterface position: 0.00000e+00
# Gamma: 1.40000e+00
# Left  state [dens,velx,pres]: [1.00000e+00, 0.00000e+00, 1.00000e+00]
# Right state [dens,velx,pres]: [1.25000e-01, 0.00000e+00, 1.00000e-01]
# Time: 2.00000e-01
VARIABLES = "x" "dens" "pres" "velx" "cspd"
ZONE T="exact", I=1000, F=POINT
 -4.995000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.985000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.975000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.965000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.955000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.945000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.935000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.925000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.915000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.905000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.895000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.885000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.875000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.865000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.855000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.845000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.835000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.825000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.815000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.805000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.795000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.785000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.775000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.765000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.755000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.745000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.735000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.725000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.715000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.705000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.695000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.685000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.675000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.665000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.655000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.645000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.635000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.625000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.615000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.605000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.595000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.585000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.575000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.565000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.555000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.545000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.535000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.525000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.515000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.505000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.495000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.485000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.475000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.465000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.455000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.445000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.435000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.425000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.415000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.405000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.395000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
 -4.385000000e-01   1.000000000e+00   1.000000000e+00   0.000000000e+00   1.183215957e+00
